2023-04-22 07:55:48,924 [MainThread] [INFO ]  Configurations: {'task_id': '', 'data': {'root': '../data/', 'dataset': 'femnist', 'split_type': 'niid', 'min_size': 10, 'data_amount': 0.05, 'iid_fraction': 0.1, 'user': False, 'train_test_split': 0.9, 'class_per_client': 1, 'num_of_clients': 100, 'alpha': 0.2, 'weights': None}, 'model': 'simple_cnn', 'test_mode': 'test_in_client', 'test_method': 'average', 'server': {'track': False, 'rounds': 5000, 'clients_per_round': 20, 'test_every': 1, 'save_model_every': 10, 'save_model_path': '', 'batch_size': 64, 'test_all': True, 'random_selection': True, 'aggregation_stragtegy': 'FedAvg', 'aggregation_content': 'all'}, 'client': {'track': False, 'batch_size': 1024, 'test_batch_size': 5, 'local_epoch': 20, 'optimizer': {'type': 'SGD', 'lr': 0.01, 'momentum': 0.5, 'weight_decay': 0.0005, 'nesterov': True}, 'seed': 0, 'local_test': True}, 'gpu': 1, 'distributed': {'backend': 'nccl', 'init_method': '', 'world_size': 0, 'rank': 0, 'local_rank': 0}, 'tracking': {'database': '', 'log_file': '', 'log_level': 'INFO', 'metric_file': '', 'save_every': 1}, 'resource_heterogeneous': {'simulate': False, 'hetero_type': 'real', 'level': 3, 'sleep_group_num': 1000, 'total_time': 1000, 'fraction': 1, 'grouping_strategy': 'greedy', 'initial_default_time': 5, 'default_time_momentum': 0.2}, 'seed': 0, 'is_distributed': False, 'device': 0}
2023-04-22 07:55:53,839 [MainThread] [INFO ]  Total training data amount: 35507
2023-04-22 07:55:53,839 [MainThread] [INFO ]  Total testing data amount: 4045
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
local_batch_size: 64, DML_batch_size: 1024, local_epoch: 5, DML_epoch: 15, alpha: 1, beta: 1, DML_lr: 0.02
